id,qtype,defects,action
DP-01362,0,grounding_no_url,kept
DP-01363,0,grounding_no_url,kept
DP-01364,0,grounding_no_url,kept
DP-01365,0,grounding_no_url,kept
DP-01366,0,grounding_no_url,kept
DP-01367,0,grounding_no_url,kept
DP-01368,0,grounding_no_url,kept
DP-01369,0,grounding_no_url,kept
DP-01370,0,ambiguous_answer|grounding_no_url,quarantine
DP-01371,0,grounding_no_url,kept
DP-01372,0,grounding_no_url,kept
DP-01373,0,grounding_no_url,kept
DP-01374,0,grounding_no_url,kept
DP-01375,0,grounding_no_url,kept
DP-01376,0,grounding_no_url,kept
DP-01377,0,grounding_no_url,kept
DP-01378,0,grounding_no_url,kept
DP-01379,0,grounding_no_url,kept
DP-01381,0,grounding_no_url,kept
DP-01380,0,grounding_no_url,kept
DP-01382,0,grounding_no_url,kept
DP-01383,0,grounding_no_url,kept
DP-01384,0,grounding_no_url,kept
DP-01385,0,grounding_no_url,kept
DP-01386,0,grounding_no_url,kept
DP-01387,0,grounding_no_url,kept
DP-01388,0,grounding_no_url,kept
DP-01389,0,grounding_no_url,kept
DP-01390,0,grounding_no_url,kept
DP-01391,0,grounding_no_url,kept
DP-01392,0,grounding_no_url,kept
DP-01393,0,grounding_no_url,kept
DP-01394,0,grounding_no_url,kept
DP-01395,0,grounding_no_url,kept
DP-01396,0,grounding_no_url,kept
DP-01397,0,ambiguous_answer|grounding_no_url,quarantine
DP-01398,0,grounding_no_url,kept
DP-01399,0,grounding_no_url,kept
DP-01400,0,grounding_no_url,kept
DP-01401,0,grounding_no_url,kept
DP-01402,0,grounding_no_url,kept
DP-01403,0,grounding_no_url,kept
DP-01404,0,grounding_no_url,kept
DP-01405,0,grounding_no_url,kept
DP-01406,0,grounding_no_url,kept
DP-01407,0,grounding_no_url,kept
DP-01408,0,grounding_no_url,kept
DP-01409,0,grounding_no_url,kept
DP-01410,0,grounding_no_url,kept
DP-01411,0,grounding_no_url,kept
DP-01412,0,grounding_no_url,kept
DP-01413,0,grounding_no_url,kept
DP-01414,0,grounding_no_url,kept
DP-01415,0,grounding_no_url,kept
DP-01417,0,grounding_no_url,kept
DP-01418,0,grounding_no_url,kept
DP-01416,0,grounding_no_url,kept
DP-01420,0,grounding_no_url,kept
DP-01419,0,grounding_no_url,kept
DP-01421,0,grounding_no_url,kept
DP-01422,0,grounding_no_url,kept
DP-01423,0,grounding_no_url,kept
DP-01424,0,grounding_no_url,kept
DP-01426,0,grounding_no_url,kept
DP-01425,0,grounding_no_url,kept
DP-01427,0,grounding_no_url,kept
DP-01428,0,grounding_no_url,kept
DP-01430,0,grounding_no_url,kept
DP-01429,0,grounding_no_url,kept
DP-01431,0,grounding_no_url,kept
DP-01432,0,grounding_no_url,kept
DP-01433,0,grounding_no_url,kept
DP-01434,0,grounding_no_url,kept
DP-01435,0,grounding_no_url,kept
DP-01436,0,grounding_no_url,kept
DP-01438,0,grounding_no_url,kept
DP-01437,0,grounding_no_url,kept
DP-01439,0,grounding_no_url,kept
DP-01440,0,grounding_no_url,kept
DP-01441,0,grounding_no_url,kept
DP-01442,0,grounding_no_url,kept
DP-01447,0,grounding_no_url,kept
DP-01443,0,grounding_no_url,kept
DP-01448,0,grounding_no_url,kept
DP-01449,0,grounding_no_url,kept
DP-01450,0,grounding_no_url,kept
DP-01451,0,grounding_no_url,kept
DP-01452,0,grounding_no_url,kept
DP-01453,0,grounding_no_url,kept
DP-01454,0,grounding_no_url,kept
DP-01455,0,grounding_no_url,kept
DP-01456,0,grounding_no_url,kept
DP-01457,0,grounding_no_url,kept
DP-01459,0,grounding_no_url,kept
DP-01458,0,grounding_no_url,kept
DP-01460,0,grounding_no_url,kept
DP-01461,0,grounding_no_url,kept
DP-01462,0,grounding_no_url,kept
DP-01445,0,grounding_no_url,kept
DP-01464,0,grounding_no_url,kept
DP-01463,0,grounding_no_url,kept
DP-01465,0,grounding_no_url,kept
DP-01444,0,grounding_no_url,kept
DP-01466,0,grounding_no_url,kept
DP-01467,0,grounding_no_url,kept
DP-01468,0,grounding_no_url,kept
DP-01469,0,grounding_no_url,kept
DP-01470,0,grounding_no_url,kept
DP-01471,0,grounding_no_url,kept
DP-01472,0,grounding_no_url,kept
DP-01473,0,grounding_no_url,kept
DP-01474,0,grounding_no_url,kept
DP-01475,0,grounding_no_url,kept
DP-01476,0,grounding_no_url,kept
DP-01477,0,grounding_no_url,kept
DP-01478,0,grounding_no_url,kept
DP-01479,0,grounding_no_url,kept
DP-01480,0,grounding_no_url,kept
DP-01481,0,grounding_no_url,kept
DP-01482,0,grounding_no_url,kept
DP-01483,0,grounding_no_url,kept
DP-01484,0,grounding_no_url,kept
DP-01485,0,grounding_no_url,kept
DP-01486,0,grounding_no_url,kept
DP-01487,0,grounding_no_url,kept
DP-01488,0,grounding_no_url,kept
DP-01489,0,grounding_no_url,kept
DP-01490,0,grounding_no_url,kept
DP-01491,0,grounding_no_url,kept
DP-01492,0,grounding_no_url,kept
DP-01493,0,grounding_no_url,kept
DP-01494,0,grounding_no_url,kept
DP-01495,0,grounding_no_url,kept
DP-01496,0,grounding_no_url,kept
DP-01497,0,grounding_no_url,kept
DP-01498,0,grounding_no_url,kept
DP-01499,0,grounding_no_url,kept
DP-01500,0,grounding_no_url,kept
DP-01502,0,grounding_no_url,kept
DP-01501,0,grounding_no_url,kept
DP-01446,0,grounding_no_url,kept
DP-01503,0,grounding_no_url,kept
DP-01505,0,grounding_no_url,kept
DP-01504,0,grounding_no_url,kept
DP-01506,0,grounding_no_url,kept
DP-01507,0,grounding_no_url,kept
DP-01508,0,grounding_no_url,kept
DP-01509,0,grounding_no_url,kept
DP-01510,0,grounding_no_url,kept
DP-01511,0,grounding_no_url,kept
DP-01512,0,grounding_no_url,kept
DP-01514,0,grounding_no_url,kept
DP-01513,0,grounding_no_url,kept
DP-01515,0,grounding_no_url,kept
DP-01517,0,grounding_no_url,kept
DP-01516,0,grounding_no_url,kept
DP-01518,0,grounding_no_url,kept
DP-01519,0,grounding_no_url,kept
DP-01520,0,grounding_no_url,kept
DP-01522,0,grounding_no_url,kept
DP-01523,0,grounding_no_url,kept
DP-01521,0,grounding_no_url,kept
DP-01524,0,grounding_no_url,kept
DP-01525,0,grounding_no_url,kept
DP-01526,0,grounding_no_url,kept
DP-01527,0,grounding_no_url,kept
DP-01528,0,grounding_no_url,kept
DP-01530,0,grounding_no_url,kept
DP-01529,0,grounding_no_url,kept
DP-01531,0,grounding_no_url,kept
DP-01532,0,grounding_no_url,kept
DP-01533,0,grounding_no_url,kept
DP-01534,0,grounding_no_url,kept
DP-01535,0,grounding_no_url,kept
DP-01536,0,grounding_no_url,kept
DP-01537,0,ambiguous_answer|grounding_no_url,quarantine
DP-01538,0,ambiguous_answer|grounding_no_url,quarantine
DP-01539,0,grounding_no_url,kept
DP-01540,0,grounding_no_url,kept
DP-01541,0,grounding_no_url,kept
DP-01542,0,grounding_no_url,kept
DP-01543,0,grounding_no_url,kept
DP-01544,0,grounding_no_url,kept
DP-01545,0,grounding_no_url,kept
DP-01546,0,grounding_no_url,kept
DP-01547,0,grounding_no_url,kept
DP-01548,0,grounding_no_url,kept
DP-01549,0,grounding_no_url,kept
DP-01550,0,grounding_no_url,kept
DP-01551,0,grounding_no_url,kept
DP-01552,0,grounding_no_url,kept
DP-01553,0,grounding_no_url,kept
DP-01554,0,grounding_no_url,kept
DP-01555,0,grounding_no_url,kept
DP-01556,0,grounding_no_url,kept
DP-01557,0,grounding_no_url,kept
DP-01558,0,grounding_no_url,kept
DP-01561,0,grounding_no_url,kept
DP-01559,0,grounding_no_url,kept
DP-01560,0,grounding_no_url,kept
DP-01562,0,grounding_no_url,kept
DP-01563,0,grounding_no_url,kept
DP-01564,0,grounding_no_url,kept
DP-01565,0,grounding_no_url,kept
DP-01566,0,grounding_no_url,kept
DP-01567,0,grounding_no_url,kept
DP-01568,0,grounding_no_url,kept
DP-01569,0,grounding_no_url,kept
DP-01570,0,grounding_no_url,kept
DP-01571,0,grounding_no_url,kept
DP-01572,0,grounding_no_url,kept
DP-01573,0,grounding_no_url,kept
DP-01576,0,grounding_no_url,kept
DP-01574,0,grounding_no_url,kept
DP-01575,0,grounding_no_url,kept
DP-01577,0,grounding_no_url,kept
DP-01578,0,grounding_no_url,kept
DP-01579,0,grounding_no_url,kept
DP-01580,0,grounding_no_url,kept
DP-01581,0,grounding_no_url,kept
DP-01582,0,grounding_no_url,kept
DP-01583,0,grounding_no_url,kept
DP-01585,0,grounding_no_url,kept
DP-01584,0,grounding_no_url,kept
DP-01586,0,grounding_no_url,kept
DP-01587,0,grounding_no_url,kept
DP-01588,0,grounding_no_url,kept
DP-01589,0,grounding_no_url,kept
DP-01590,0,grounding_no_url,kept
DP-01591,0,grounding_no_url,kept
DP-01592,0,grounding_no_url,kept
DP-01593,0,grounding_no_url,kept
DP-01594,0,grounding_no_url,kept
DP-01595,0,grounding_no_url,kept
DP-01596,0,grounding_no_url,kept
DP-01597,0,grounding_no_url,kept
DP-01598,0,grounding_no_url,kept
DP-01599,0,grounding_no_url,kept
DP-01600,0,ambiguous_answer|grounding_no_url,quarantine
DP-01601,0,grounding_no_url,kept
DP-01602,0,grounding_no_url,kept
DP-01603,0,grounding_no_url,kept
DP-01604,0,grounding_no_url,kept
DP-01605,0,grounding_no_url,kept
DP-01606,0,grounding_no_url,kept
DP-01607,0,grounding_no_url,kept
DP-01608,0,grounding_no_url,kept
DP-01609,0,grounding_no_url,kept
DP-01610,0,grounding_no_url,kept
DP-01611,0,grounding_no_url,kept
DP-01612,0,grounding_no_url,kept
DP-01613,0,grounding_no_url,kept
DP-01615,0,grounding_no_url,kept
DP-01614,0,grounding_no_url,kept
DP-01616,0,grounding_no_url,kept
DP-01617,0,grounding_no_url,kept
DP-01618,0,grounding_no_url,kept
DP-01619,0,grounding_no_url,kept
DP-01621,0,grounding_no_url,kept
DP-01620,0,grounding_no_url,kept
DP-01622,0,grounding_no_url,kept
DP-01623,0,grounding_no_url,kept
DP-01624,0,grounding_no_url,kept
DP-01625,0,grounding_no_url,kept
DP-01626,0,grounding_no_url,kept
DP-01627,0,grounding_no_url,kept
DP-01628,0,grounding_no_url,kept
DP-01629,0,grounding_no_url,kept
DP-01630,0,grounding_no_url,kept
DP-01631,0,grounding_no_url,kept
DP-01632,0,grounding_no_url,kept
DP-01633,0,grounding_no_url,kept
DP-01634,0,grounding_no_url,kept
DP-01635,0,grounding_no_url,kept
DP-01636,0,grounding_no_url,kept
DP-01637,0,grounding_no_url,kept
DP-01638,0,grounding_no_url,kept
DP-01639,0,grounding_no_url,kept
DP-01640,0,grounding_no_url,kept
DP-01641,0,grounding_no_url,kept
DP-01642,0,grounding_no_url,kept
DP-01643,0,grounding_no_url,kept
DP-01644,0,grounding_no_url,kept
DP-01645,0,grounding_no_url,kept
DP-01646,0,ambiguous_answer|grounding_no_url,quarantine
DP-01647,0,grounding_no_url,kept
DP-01648,0,grounding_no_url,kept
DP-01649,0,grounding_no_url,kept
DP-01650,0,grounding_no_url,kept
DP-01651,0,grounding_no_url,kept
DP-01652,0,grounding_no_url,kept
DP-01653,0,grounding_no_url,kept
DP-01654,0,grounding_no_url,kept
DP-01655,0,grounding_no_url,kept
DP-01657,0,grounding_no_url,kept
DP-01656,0,grounding_no_url,kept
DP-01658,0,ambiguous_answer|grounding_no_url,quarantine
DP-01659,0,grounding_no_url,kept
DP-01660,0,grounding_no_url,kept
DP-01661,0,grounding_no_url,kept
DP-01662,0,grounding_no_url,kept
DP-01663,0,grounding_no_url,kept
DP-01664,0,grounding_no_url,kept
DP-01666,0,ambiguous_answer|grounding_no_url,quarantine
DP-01665,0,grounding_no_url,kept
DP-01667,0,grounding_no_url,kept
DP-01668,0,grounding_no_url,kept
DP-01669,0,grounding_no_url,kept
DP-01670,0,grounding_no_url,kept
DP-01671,0,grounding_no_url,kept
DP-01672,0,grounding_no_url,kept
DP-01674,0,grounding_no_url,kept
DP-01673,0,grounding_no_url,kept
DP-01675,0,grounding_no_url,kept
DP-01676,0,grounding_no_url,kept
DP-01677,0,grounding_no_url,kept
DP-01678,0,grounding_no_url,kept
DP-01679,0,grounding_no_url,kept
DP-01680,0,grounding_no_url,kept
DP-01681,0,grounding_no_url,kept
DP-01682,0,grounding_no_url,kept
DP-01683,0,grounding_no_url,kept
DP-01684,0,grounding_no_url,kept
DP-01685,0,grounding_no_url,kept
DP-01687,0,grounding_no_url,kept
DP-01686,0,grounding_no_url,kept
DP-01688,0,grounding_no_url,kept
DP-01689,0,grounding_no_url,kept
DP-01690,0,grounding_no_url,kept
DP-01691,0,ambiguous_answer|grounding_no_url,quarantine
DP-01692,0,grounding_no_url,kept
DP-01693,0,grounding_no_url,kept
DP-01694,0,grounding_no_url,kept
DP-01695,0,grounding_no_url,kept
DP-01696,0,grounding_no_url,kept
DP-01697,0,grounding_no_url,kept
DP-01698,0,grounding_no_url,kept
DP-01700,0,ambiguous_answer|grounding_no_url,quarantine
DP-01699,0,grounding_no_url,kept
DP-01701,0,grounding_no_url,kept
DP-01702,0,grounding_no_url,kept
DP-01703,0,grounding_no_url,kept
DP-01704,0,grounding_no_url,kept
DP-01705,0,grounding_no_url,kept
DP-01706,0,grounding_no_url,kept
DP-01708,0,grounding_no_url,kept
DP-01707,0,grounding_no_url,kept
DP-01709,0,grounding_no_url,kept
DP-01710,0,grounding_no_url,kept
DP-01711,0,grounding_no_url,kept
DP-01712,0,ambiguous_answer|grounding_no_url,quarantine
DP-01713,0,grounding_no_url,kept
DP-01714,0,grounding_no_url,kept
DP-01715,0,grounding_no_url,kept
DP-01716,0,grounding_no_url,kept
DP-01717,0,grounding_no_url,kept
DP-01718,0,grounding_no_url,kept
DP-01719,0,grounding_no_url,kept
DP-01720,0,grounding_no_url,kept
DP-01724,0,grounding_no_url,kept
DP-01725,0,grounding_no_url,kept
DP-01726,0,grounding_no_url,kept
DP-01727,0,grounding_no_url,kept
DP-01728,0,grounding_no_url,kept
DP-01729,0,grounding_no_url,kept
DP-01730,0,grounding_no_url,kept
DP-01731,0,grounding_no_url,kept
DP-01732,0,grounding_no_url,kept
DP-01733,0,grounding_no_url,kept
DP-01734,0,grounding_no_url,kept
DP-01735,0,grounding_no_url,kept
DP-01721,0,grounding_no_url,kept
DP-01722,0,grounding_no_url,kept
DP-01736,0,grounding_no_url,kept
DP-01737,0,grounding_no_url,kept
DP-01738,0,grounding_no_url,kept
DP-01739,0,grounding_no_url,kept
DP-01740,0,grounding_no_url,kept
DP-01741,0,grounding_no_url,kept
DP-01742,0,grounding_no_url,kept
DP-01743,0,grounding_no_url,kept
DP-01744,0,grounding_no_url,kept
DP-01745,0,grounding_no_url,kept
DP-01746,0,grounding_no_url,kept
DP-01748,0,grounding_no_url,kept
DP-01747,0,grounding_no_url,kept
DP-01750,0,grounding_no_url,kept
DP-01749,0,grounding_no_url,kept
DP-01751,0,grounding_no_url,kept
DP-01752,0,grounding_no_url,kept
DP-01753,0,grounding_no_url,kept
DP-01755,0,grounding_no_url,kept
DP-01754,0,grounding_no_url,kept
DP-01756,0,grounding_no_url,kept
DP-01757,0,grounding_no_url,kept
DP-01758,0,grounding_no_url,kept
DP-01759,0,grounding_no_url,kept
DP-01760,0,grounding_no_url,kept
DP-01761,0,grounding_no_url,kept
DP-01762,0,grounding_no_url,kept
DP-01764,0,grounding_no_url,kept
DP-01763,0,grounding_no_url,kept
DP-01765,0,grounding_no_url,kept
DP-01766,0,grounding_no_url,kept
DP-01767,0,grounding_no_url,kept
DP-01768,0,ambiguous_answer|grounding_no_url,quarantine
DP-01769,0,grounding_no_url,kept
DP-01771,0,grounding_no_url,kept
DP-01770,0,grounding_no_url,kept
DP-01772,0,grounding_no_url,kept
DP-01773,0,grounding_no_url,kept
DP-01774,0,grounding_no_url,kept
DP-01775,0,grounding_no_url,kept
DP-01723,0,grounding_no_url,kept
DP-01776,0,grounding_no_url,kept
DP-01777,0,grounding_no_url,kept
DP-01778,0,grounding_no_url,kept
DP-01779,0,grounding_no_url,kept
DP-01780,0,grounding_no_url,kept
DP-01781,0,grounding_no_url,kept
DP-01782,0,grounding_no_url,kept
DP-01783,0,grounding_no_url,kept
DP-01784,0,grounding_no_url,kept
DP-01785,0,grounding_no_url,kept
DP-01786,0,grounding_no_url,kept
DP-01787,0,grounding_no_url,kept
DP-01788,0,grounding_no_url,kept
DP-01789,0,grounding_no_url,kept
DP-01790,0,grounding_no_url,kept
DP-01791,0,grounding_no_url,kept
DP-01792,0,grounding_no_url,kept
DP-01793,0,grounding_no_url,kept
DP-01794,0,grounding_no_url,kept
DP-01795,0,grounding_no_url,kept
DP-01796,0,grounding_no_url,kept
DP-01797,0,ambiguous_answer|grounding_no_url,quarantine
DP-01798,0,grounding_no_url,kept
DP-01799,0,grounding_no_url,kept
DP-01801,0,grounding_no_url,kept
DP-01800,0,grounding_no_url,kept
DP-01802,0,grounding_no_url,kept
DP-01803,0,grounding_no_url,kept
DP-01804,0,grounding_no_url,kept
DP-01805,0,grounding_no_url,kept
DP-01807,0,grounding_no_url,kept
DP-01806,0,grounding_no_url,kept
DP-01808,0,grounding_no_url,kept
DP-01809,0,grounding_no_url,kept
DP-01810,0,grounding_no_url,kept
DP-01811,0,grounding_no_url,kept
DP-01812,0,grounding_no_url,kept
DP-01813,0,grounding_no_url,kept
DP-01814,0,grounding_no_url,kept
DP-01815,0,grounding_no_url,kept
DP-01816,0,grounding_no_url,kept
DP-01817,0,grounding_no_url,kept
DP-01818,0,grounding_no_url,kept
DP-01819,0,ambiguous_answer|grounding_no_url,quarantine
DP-01820,0,grounding_no_url,kept
DP-01822,0,grounding_no_url,kept
DP-01821,0,grounding_no_url,kept
DP-01823,0,grounding_no_url,kept
DP-01824,0,grounding_no_url,kept
DP-01825,0,grounding_no_url,kept
DP-01826,0,grounding_no_url,kept
DP-01827,0,grounding_no_url,kept
DP-01828,0,grounding_no_url,kept
DP-01829,0,grounding_no_url,kept
DP-01830,0,grounding_no_url,kept
DP-01831,0,grounding_no_url,kept
DP-01832,0,grounding_no_url,kept
DP-01834,0,grounding_no_url,kept
DP-01833,0,grounding_no_url,kept
DP-01835,0,grounding_no_url,kept
DP-01837,0,grounding_no_url,kept
DP-01838,0,grounding_no_url,kept
DP-01836,0,grounding_no_url,kept
DP-01839,0,grounding_no_url,kept
DP-01840,0,grounding_no_url,kept
DP-01841,0,grounding_no_url,kept
DP-01842,0,grounding_no_url,kept
DP-01843,0,grounding_no_url,kept
DP-01844,0,grounding_no_url,kept
DP-01845,0,grounding_no_url,kept
DP-01846,0,grounding_no_url,kept
DP-01847,0,grounding_no_url,kept
DP-01848,0,grounding_no_url,kept
DP-01849,0,grounding_no_url,kept
DP-01850,0,grounding_no_url,kept
DP-01851,0,grounding_no_url,kept
DP-01852,0,grounding_no_url,kept
DP-01853,0,grounding_no_url,kept
DP-01854,0,ambiguous_answer|grounding_no_url,quarantine
DP-01855,0,grounding_no_url,kept
DP-01856,0,grounding_no_url,kept
DP-01857,0,grounding_no_url,kept
DP-01858,0,grounding_no_url,kept
DP-01859,0,grounding_no_url,kept
DP-01860,0,grounding_no_url,kept
DP-01861,0,grounding_no_url,kept
DP-01862,0,grounding_no_url,kept
DP-01863,0,grounding_no_url,kept
DP-01864,0,grounding_no_url,kept
DP-01865,0,grounding_no_url,kept
DP-01867,0,grounding_no_url,kept
DP-01866,0,grounding_no_url,kept
DP-01868,0,grounding_no_url,kept
DP-01869,0,grounding_no_url,kept
DP-01870,0,grounding_no_url,kept
DP-01871,0,grounding_no_url,kept
DP-01872,0,grounding_no_url,kept
DP-01873,0,grounding_no_url,kept
DP-01874,0,grounding_no_url,kept
DP-01875,0,grounding_no_url,kept
DP-01876,0,grounding_no_url,kept
DP-01878,0,grounding_no_url,kept
DP-01879,0,grounding_no_url,kept
DP-01877,0,grounding_no_url,kept
DP-01880,0,grounding_no_url,kept
DP-01881,0,grounding_no_url,kept
DP-01883,0,grounding_no_url,kept
DP-01882,0,grounding_no_url,kept
DP-01884,0,grounding_no_url,kept
DP-01885,0,grounding_no_url,kept
DP-01886,0,grounding_no_url,kept
DP-01887,0,grounding_no_url,kept
DP-01888,0,grounding_no_url,kept
DP-01890,0,grounding_no_url,kept
DP-01889,0,grounding_no_url,kept
DP-01891,0,grounding_no_url,kept
DP-01892,0,grounding_no_url,kept
DP-01893,0,grounding_no_url,kept
DP-01894,0,grounding_no_url,kept
DP-01896,0,grounding_no_url,kept
DP-01895,0,grounding_no_url,kept
DP-01897,0,grounding_no_url,kept
DP-01898,0,grounding_no_url,kept
DP-01899,0,grounding_no_url,kept
DP-01900,0,grounding_no_url,kept
DP-01902,0,grounding_no_url,kept
DP-01901,0,grounding_no_url,kept
DP-01903,0,grounding_no_url,kept
DP-01904,0,grounding_no_url,kept
DP-01905,0,grounding_no_url,kept
DP-01906,0,grounding_no_url,kept
DP-01907,0,grounding_no_url,kept
DP-01908,0,grounding_no_url,kept
DP-01909,0,grounding_no_url,kept
DP-01910,0,grounding_no_url,kept
DP-01911,0,grounding_no_url,kept
DP-01912,0,grounding_no_url,kept
DP-01913,0,grounding_no_url,kept
DP-01914,0,grounding_no_url,kept
DP-01915,0,grounding_no_url,kept
DP-01916,0,grounding_no_url,kept
DP-01917,0,grounding_no_url,kept
DP-01918,0,grounding_no_url,kept
DP-01919,0,grounding_no_url,kept
DP-01922,0,grounding_no_url,kept
DP-01920,0,grounding_no_url,kept
DP-01921,0,ambiguous_answer|grounding_no_url,quarantine
DP-01923,0,grounding_no_url,kept
DP-01924,0,grounding_no_url,kept
DP-01925,0,grounding_no_url,kept
DP-01926,0,grounding_no_url,kept
DP-01927,0,grounding_no_url,kept
DP-01928,0,grounding_no_url,kept
DP-01929,0,grounding_no_url,kept
DP-01930,0,grounding_no_url,kept
DP-01931,0,grounding_no_url,kept
DP-01932,0,grounding_no_url,kept
DP-01933,0,grounding_no_url,kept
DP-01934,0,grounding_no_url,kept
DP-01935,0,grounding_no_url,kept
DP-01938,0,grounding_no_url,kept
DP-01936,0,grounding_no_url,kept
DP-01937,0,grounding_no_url,kept
DP-01939,0,grounding_no_url,kept
DP-01940,0,grounding_no_url,kept
DP-01941,0,grounding_no_url,kept
DP-01942,0,grounding_no_url,kept
DP-01944,0,grounding_no_url,kept
DP-01943,0,grounding_no_url,kept
DP-01945,0,grounding_no_url,kept
DP-01946,0,grounding_no_url,kept
DP-01947,0,grounding_no_url,kept
DP-01948,0,grounding_no_url,kept
DP-01949,0,grounding_no_url,kept
DP-01950,0,grounding_no_url,kept
DP-01951,0,grounding_no_url,kept
DP-01952,0,grounding_no_url,kept
DP-01953,0,grounding_no_url,kept
DP-01954,0,grounding_no_url,kept
DP-01956,0,grounding_no_url,kept
DP-01955,0,grounding_no_url,kept
DP-01957,0,grounding_no_url,kept
DP-01958,0,grounding_no_url,kept
DP-01959,0,grounding_no_url,kept
DP-01960,0,grounding_no_url,kept
DP-01961,0,grounding_no_url,kept
DP-01962,0,grounding_no_url,kept
DP-01963,0,grounding_no_url,kept
DP-01964,0,grounding_no_url,kept
DP-01965,0,ambiguous_answer|grounding_no_url,quarantine
DP-01966,0,grounding_no_url,kept
DP-01967,0,grounding_no_url,kept
DP-01968,0,grounding_no_url,kept
DP-01969,0,grounding_no_url,kept
DP-01970,0,grounding_no_url,kept
DP-01971,0,grounding_no_url,kept
DP-01972,0,grounding_no_url,kept
DP-01975,0,grounding_no_url,kept
DP-01973,0,grounding_no_url,kept
DP-01974,0,grounding_no_url,kept
DP-01978,0,grounding_no_url,kept
DP-01976,0,grounding_no_url,kept
DP-01977,0,grounding_no_url,kept
DP-01979,0,grounding_no_url,kept
DP-01980,0,grounding_no_url,kept
DP-01981,0,grounding_no_url,kept
DP-01982,0,grounding_no_url,kept
DP-01983,0,grounding_no_url,kept
DP-01984,0,grounding_no_url,kept
DP-01985,0,grounding_no_url,kept
DP-01986,0,ambiguous_answer|grounding_no_url,quarantine
DP-01987,0,grounding_no_url,kept
DP-01988,0,grounding_no_url,kept
DP-01989,0,grounding_no_url,kept
DP-01990,0,grounding_no_url,kept
DP-01991,0,grounding_no_url,kept
DP-01992,0,grounding_no_url,kept
DP-01993,0,grounding_no_url,kept
DP-01994,0,grounding_no_url,kept
DP-01995,0,grounding_no_url,kept
DP-01996,0,grounding_no_url,kept
DP-01997,0,grounding_no_url,kept
DP-01998,0,grounding_no_url,kept
DP-01999,0,grounding_no_url,kept
DP-02000,0,grounding_no_url,kept
DP-02001,0,ambiguous_answer|grounding_no_url,quarantine
DP-02004,2,grounding_no_url,kept
DP-02007,2,grounding_no_url,kept
DP-02010,2,grounding_no_url,kept
DP-02013,2,grounding_no_url,kept
rv-vault-001,1,grounding_missing,kept
rv-consul-002,1,grounding_missing,kept
rv-nginx-003,1,grounding_missing,kept
rv-nginx-004,1,grounding_missing,kept
rv-postgresql-005,2,grounding_missing,kept
rv-prometheus-006,1,grounding_missing,kept
rv-grafana-007,1,grounding_missing,kept
rv-etcd-008,1,grounding_missing,kept
rv-grafana-009,1,grounding_missing,kept
rv-consul-010,2,grounding_missing,kept
rv-linux-011,1,grounding_missing,kept
rv-nginx-012,1,grounding_missing,kept
rv-systemd-013,1,grounding_missing,kept
rv-dns-014,1,grounding_missing,kept
rv-prometheus-015,2,grounding_missing,kept
rv-vault-016,1,grounding_missing,kept
rv-cert-manager-017,1,grounding_missing,kept
rv-tls-018,1,grounding_missing,kept
rv-dns-019,1,grounding_missing,kept
rv-gcp-020,2,grounding_missing,kept
rv-azure-021,1,grounding_missing,kept
rv-aws-022,1,grounding_missing,kept
rv-postgresql-023,1,grounding_missing,kept
rv-consul-024,1,grounding_missing,kept
rv-kafka-025,2,grounding_missing,kept
rv-etcd-026,1,grounding_missing,kept
rv-postgresql-027,1,grounding_missing,kept
rv-load-balancer-028,1,grounding_missing,kept
rv-elasticsearch-029,1,grounding_missing,kept
rv-load-balancer-030,2,grounding_missing,kept
rv-linux-031,1,grounding_missing,kept
rv-terraform-032,1,grounding_missing,kept
rv-ansible-033,1,grounding_missing,kept
rv-postgresql-034,1,grounding_missing,kept
rv-redis-035,2,grounding_missing,kept
rv-docker-036,1,grounding_missing,kept
rv-cert-manager-037,1,grounding_missing,kept
rv-istio-038,1,grounding_missing,kept
rv-consul-039,1,grounding_missing,kept
rv-kafka-040,2,grounding_missing,kept
rv-docker-041,1,grounding_missing,kept
rv-linux-042,1,grounding_missing,kept
rv-consul-043,1,grounding_missing,kept
rv-postgresql-044,1,grounding_missing,kept
rv-postgresql-045,2,grounding_missing,kept
rv-tls-046,1,grounding_missing,kept
rv-helm-047,1,grounding_missing,kept
rv-elasticsearch-048,1,grounding_missing,kept
rv-consul-049,1,grounding_missing,kept
rv-nginx-050,2,grounding_missing,kept
rv-load-balancer-051,1,grounding_missing,kept
rv-nginx-052,1,grounding_missing,kept
rv-consul-053,1,grounding_missing,kept
rv-vault-054,1,grounding_missing,kept
rv-istio-055,2,grounding_missing,kept
rv-elasticsearch-056,1,grounding_missing,kept
rv-etcd-057,1,grounding_missing,kept
rv-cert-manager-058,1,grounding_missing,kept
rv-grafana-059,1,grounding_missing,kept
rv-cert-manager-060,2,grounding_missing,kept
rv-systemd-061,1,grounding_missing,kept
rv-docker-062,1,grounding_missing,kept
rv-aws-063,1,grounding_missing,kept
rv-terraform-064,1,grounding_missing,kept
rv-etcd-065,2,grounding_missing,kept
rv-tls-066,1,grounding_missing,kept
rv-backup-067,1,grounding_missing,kept
rv-observability-068,1,grounding_missing,kept
rv-observability-069,1,grounding_missing,kept
rv-etcd-070,2,grounding_missing,kept
rv-gcp-071,1,grounding_missing,kept
rv-elasticsearch-072,1,grounding_missing,kept
rv-grafana-073,1,grounding_missing,kept
